name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york,2022-07-01,33.3,22.3,27.1,35.5,22.3,28.3,19.4,64.4,0,0,0,,0,0,51.5,23.4,245,1017,12.5,15.6,298.1,25.8,9,75,2022-07-01T05:28:43,2022-07-01T20:31:04,0.09,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-02,31.1,24.3,27.3,33.3,24.3,28.4,20.4,66.9,0.938,100,4.17,rain,0,0,77.8,16.2,254.7,1012.9,36.3,16,199.7,17.1,8,75,2022-07-02T05:29:13,2022-07-02T20:30:55,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-03,31,24.3,26.8,30.1,24.3,26.7,15.7,52.4,0,0,0,rain,0,0,29.5,21.5,46.3,1015.9,36.5,16,277.4,23.9,10,10,2022-07-03T05:29:45,2022-07-03T20:30:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-04,29.4,19.9,25,28.6,19.9,24.7,11.1,42.2,0.469,100,4.17,rain,0,0,51.7,14,282.4,1020.3,0.8,15.7,328.2,28.2,10,10,2022-07-04T05:30:18,2022-07-04T20:30:31,0.19,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-05,30,21.8,24.6,30,21.8,24.7,16.5,61.6,0.83,100,20.83,rain,0,0,72,20.7,222.7,1016.3,30.8,15.7,202.8,17.4,9,10,2022-07-05T05:30:53,2022-07-05T20:30:16,0.22,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-07-06,31,23.3,26.6,31.4,23.3,27,19,65.1,0,0,0,,0,0,35.6,22.3,284.1,1010.7,56.4,15.9,240.3,20.7,8,10,2022-07-06T05:31:29,2022-07-06T20:29:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-07,27.8,21.7,24.6,28.3,21.7,24.7,17.2,64,0.46,100,8.33,rain,0,0,62.5,20,79.6,1015.6,52.5,15.9,219.3,19,8,10,2022-07-07T05:32:07,2022-07-07T20:29:40,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-08,28.8,20.6,23.1,30,20.6,23.3,19.1,79.1,2.506,100,12.5,rain,0,0,77.8,19.4,248.6,1015.9,36.9,15.7,193,16.5,9,10,2022-07-08T05:32:45,2022-07-08T20:29:19,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-09,29.3,22.8,25.1,29.1,22.8,25.2,16.8,61.5,0.469,100,4.17,rain,0,0,72,21.6,22.3,1016.6,24.7,15.9,323.2,28,10,10,2022-07-09T05:33:25,2022-07-09T20:28:56,0.36,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-10,28.3,20.5,23.6,28.2,20.5,23.6,14.1,56.2,0,0,0,,0,0,59,20.3,89.7,1018,14,16,335.8,28.8,10,10,2022-07-10T05:34:06,2022-07-10T20:28:31,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-11,27.9,19.4,23.4,28.1,19.4,23.4,15.6,63.5,0,0,0,,0,0,57.2,20.2,214,1014.4,2.8,15.8,323.3,27.9,10,10,2022-07-11T05:34:49,2022-07-11T20:28:04,0.43,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-12,31.7,21.2,26,34.3,21.2,27.1,19,66.8,0,0,0,,0,0,73.8,23.3,236.8,1008.5,23.4,16,245.6,21.3,9,60,2022-07-12T05:35:32,2022-07-12T20:27:35,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-13,32.8,24,27.8,32.8,24,27.9,17.7,56.4,0.154,100,4.17,rain,0,0,79.6,18,259.7,1011.1,7.2,15.9,278.5,24,10,60,2022-07-13T05:36:16,2022-07-13T20:27:04,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-14,32.1,22.8,27.2,31.9,22.8,27.4,17.9,59,0.23,100,4.17,rain,0,0,60.8,16.1,36.2,1014.4,33.9,16,294.1,25.3,10,60,2022-07-14T05:37:02,2022-07-14T20:26:31,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-15,28.9,23.4,25.8,29,23.4,25.9,16.4,56.9,0,0,0,,0,0,72,17.8,99.2,1020.2,52.4,16,294,25.3,10,10,2022-07-15T05:37:48,2022-07-15T20:25:56,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-16,28.8,22.8,24.8,30.5,22.8,25,20.2,76.5,1.711,100,12.5,rain,0,0,52.9,16.1,104.9,1019.2,53.5,15.8,248.8,21.3,10,60,2022-07-16T05:38:35,2022-07-16T20:25:19,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-17,29.3,22.2,25.6,31.1,22.2,26.2,20.3,73.4,0.014,100,4.17,rain,0,0,27.7,18,232.9,1016.8,49.5,16,222.8,19.3,10,60,2022-07-17T05:39:24,2022-07-17T20:24:41,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-07-18,29.8,24.2,26.6,33.3,24.2,28.1,22.7,79.4,1.154,100,37.5,rain,0,0,50.8,23.5,208.2,1012.2,70.8,15.3,96.8,8.2,5,75,2022-07-18T05:40:13,2022-07-18T20:24:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-07-19,33.8,23.3,28.4,35.3,23.3,29.2,19.4,60.7,0,0,0,,0,0,54.2,18.1,261.8,1008.3,11.6,16,308.9,26.7,10,10,2022-07-19T05:41:02,2022-07-19T20:23:18,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-20,33.9,25.7,29.8,37.7,25.7,31.8,20.2,56.7,0.23,100,4.17,rain,0,0,72,16,232.7,1007.8,11.2,15.9,237.3,20.4,9,60,2022-07-20T05:41:53,2022-07-20T20:22:33,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-21,34.1,26.2,29.6,39.4,26.2,32.4,21.8,64.5,3.958,100,12.5,rain,0,0,64.5,22.4,258.1,1005.1,14.3,15.6,240.9,20.8,9,100,2022-07-21T05:42:44,2022-07-21T20:21:47,0.76,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-22,34.3,26.2,29.8,35.6,26.2,31.1,19,53.8,0.051,100,4.17,rain,0,0,64.8,20.6,253.6,1011,12.4,15.8,268.4,23,10,30,2022-07-22T05:43:36,2022-07-22T20:20:59,0.8,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-23,35.6,26.1,30,36.4,26.1,31.2,19,53.3,0,0,0,,0,0,25.9,16.4,207.3,1015.6,0.7,15.8,314.2,26.9,10,60,2022-07-23T05:44:29,2022-07-23T20:20:10,0.83,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-07-24,35,26.2,30.7,36.6,26.2,32,19.2,52.1,0.699,100,8.33,rain,0,0,86.5,23.4,244,1015.4,11.7,16,280.9,24.2,9,30,2022-07-24T05:45:22,2022-07-24T20:19:18,0.86,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-07-25,29.9,26.6,28.2,33.9,26.6,31.3,22.8,72.9,2.952,100,25,rain,0,0,76,18.2,251.5,1011.8,23.2,15.8,114.3,9.7,4,75,2022-07-25T05:46:16,2022-07-25T20:18:25,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-26,29.2,22.4,25.7,28.6,22.4,25.7,16.2,57.3,1.509,100,8.33,rain,0,0,79.6,23.5,288.9,1015.3,8.8,15.9,186.1,16,5,75,2022-07-26T05:47:10,2022-07-26T20:17:30,0.93,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-27,30.5,23.2,25.9,30.5,23.2,26,16.9,58.5,0.934,100,8.33,rain,0,0,74.2,15.7,217.5,1014,7.1,15.7,266.3,22.9,9,10,2022-07-27T05:48:05,2022-07-27T20:16:33,0.96,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-07-28,30,23.4,27,33.7,23.4,28.5,21.6,73.1,3.662,100,8.33,rain,0,0,35.3,15,210.8,1010.2,46.4,15.9,238,20.5,9,60,2022-07-28T05:49:00,2022-07-28T20:15:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-07-29,29.7,23.1,26.7,30.5,23.1,27.1,18.5,62,2.008,100,8.33,rain,0,0,29.5,18.4,269,1012,49.9,15.6,129.2,11.2,4,10,2022-07-29T05:49:56,2022-07-29T20:14:35,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-07-30,30.3,23.4,26.6,29.3,23.4,26.3,14.5,49.8,0,0,0,rain,0,0,33,22.3,316.6,1016,48,16,311.9,27,10,10,2022-07-30T05:50:52,2022-07-30T20:13:34,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-07-31,30,21.8,25.7,29.3,21.8,25.6,15.3,53.6,0,0,0,,0,0,31.7,20.5,115.2,1020.5,24.6,16,259.4,22.4,9,10,2022-07-31T05:51:48,2022-07-31T20:12:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-01,25.3,20.3,22.1,25.3,20.3,22.1,19.1,83.4,11.675,100,33.33,rain,0,0,31.7,13,319.6,1014.5,84.3,11,52.5,4.6,2,10,2022-08-01T05:52:45,2022-08-01T20:11:27,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-02,32,22.2,26.9,33.6,22.2,27.6,19,64.1,0,0,0,,0,0,31.3,16.6,245.8,1009.6,39.3,15.9,243.2,21,8,60,2022-08-02T05:53:42,2022-08-02T20:10:21,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-03,32,22.5,26.9,31.1,22.5,26.9,17.3,57.4,0,0,0,,0,0,30.6,22.3,155.2,1014.6,9.7,16,305.9,26.4,10,30,2022-08-03T05:54:40,2022-08-03T20:09:13,0.21,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-04,33.5,24.8,28.8,36.1,24.8,30.1,19.6,58.3,0,0,0,,0,0,44.6,18.4,209.6,1016.8,20.8,16,292.4,25.1,10,60,2022-08-04T05:55:37,2022-08-04T20:08:04,0.24,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-05,32.1,26.1,28.4,33.9,26.1,29.7,19.4,58.4,0,0,0,,0,0,33.5,16.7,234.3,1019.6,30.5,16,199,17.2,8,60,2022-08-05T05:56:35,2022-08-05T20:06:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-06,32.8,25.3,28.8,36,25.3,30.8,20.7,61.9,0,0,0,rain,0,0,33.5,20.6,231.3,1022.2,21.5,15.8,260.6,22.4,9,30,2022-08-06T05:57:33,2022-08-06T20:05:42,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-08-07,31.7,26.1,28.6,36.6,26.1,31,22.5,70.7,2.512,100,16.67,rain,0,0,72,26.9,250.2,1020.8,36.6,15.3,205.8,18,7,60,2022-08-07T05:58:31,2022-08-07T20:04:29,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-08-08,33.8,25.7,29.5,38.8,25.7,32.6,22.8,68.5,0.23,100,4.17,rain,0,0,79.6,19.6,241.8,1015.8,37.6,15.9,217.6,18.7,10,60,2022-08-08T05:59:30,2022-08-08T20:03:15,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-08-09,36.1,26.7,30.7,41,29.5,34.7,22.9,64.8,0.28,100,12.5,rain,0,0,77.4,23.7,261.4,1013,30.5,16,223.3,19.2,9,75,2022-08-09T06:00:28,2022-08-09T20:01:59,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2022-08-10,30.5,24.9,27.5,33,24.9,28.5,19.5,62.4,0.416,100,8.33,rain,0,0,72.4,20.6,86.4,1016.3,67.4,16,205.2,17.7,9,30,2022-08-10T06:01:27,2022-08-10T20:00:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-08-11,31.8,23,26.6,30.5,23,26.5,17.9,62.8,2.847,100,12.5,rain,0,0,31.7,11.8,341.3,1012.3,51,15.1,245.8,21.2,9,30,2022-08-11T06:02:26,2022-08-11T19:59:24,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-08-12,29.1,21.8,25.5,27.8,21.8,25.1,10.2,40.1,0,0,0,,0,0,42.8,15.5,21.2,1014.9,39.1,16,284.5,24.5,10,10,2022-08-12T06:03:24,2022-08-12T19:58:05,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-08-13,26.1,18.9,22.6,26.1,18.9,22.6,8.7,42,0,0,0,,0,0,36.4,16.1,13,1018.4,25.9,16,258.5,22.4,9,10,2022-08-13T06:04:23,2022-08-13T19:56:44,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-14,27.4,19.5,23.3,26.8,19.5,23.2,10.8,46.2,0,0,0,,0,0,37.1,29.5,187.8,1017.5,13.5,16,237.8,20.6,8,10,2022-08-14T06:05:22,2022-08-14T19:55:23,0.59,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-08-15,27.9,20.5,23.8,27.4,20.5,23.7,12.5,49.9,0,0,0,,0,0,27.7,18.4,122.4,1015.6,28.1,16,271.8,23.5,8,10,2022-08-15T06:06:21,2022-08-15T19:54:00,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-08-16,28.4,19.2,23.3,27.5,19.2,23.2,13.3,55.5,0,0,0,,0,0,35.3,23.3,64.4,1015.9,21.6,16,281.8,24.1,9,10,2022-08-16T06:07:20,2022-08-16T19:52:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-17,26.4,18,22.8,26.4,18,22.8,13.4,56.6,8.413,100,8.33,rain,0,0,29.5,19.1,32.3,1015.4,70.6,15.9,128.6,11.3,6,10,2022-08-17T06:08:19,2022-08-17T19:51:12,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-18,29.7,18.4,23.6,28.6,18.4,23.3,13.3,56.1,0,0,0,,0,0,31.7,11.8,297.6,1012.6,32.6,15.9,231.8,20,10,10,2022-08-18T06:09:18,2022-08-18T19:49:46,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-19,32.1,21.6,25.9,31.1,21.6,25.7,14.1,49.5,0,0,0,,0,0,42.5,18.4,209.1,1017.1,13.2,16,265.5,22.8,9,10,2022-08-19T06:10:17,2022-08-19T19:48:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-20,31.8,24.3,27.2,32.1,24.3,27.4,17.1,54.7,0,0,0,,0,0,35.3,19.1,182.3,1020.4,28.3,16,262.3,22.7,9,30,2022-08-20T06:11:16,2022-08-20T19:46:52,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-21,27.4,22.5,24.9,28.5,22.5,25.1,18.8,69.5,0,0,0,,0,0,31.7,18.4,141.9,1019.4,36.9,15.9,170.7,14.7,6,30,2022-08-21T06:12:15,2022-08-21T19:45:23,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
new york,2022-08-22,25.8,22.9,24.1,25.8,22.9,24.1,20.8,82,3.409,100,16.67,rain,0,0,31.7,14.1,92.3,1013.1,87.6,15,112.3,9.6,9,60,2022-08-22T06:13:14,2022-08-22T19:43:54,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-23,29.5,22.4,25.4,30.6,22.4,25.7,19.6,72.7,0.242,100,4.17,rain,0,0,38.9,18.4,281.3,1009.5,59.8,12.1,210.5,18,8,60,2022-08-23T06:14:13,2022-08-23T19:42:23,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-24,31.8,22.1,26.7,30.7,22.1,26.4,15.3,52.2,0,0,0,,0,0,24.1,20.5,289.6,1013.7,19.2,16,252.3,21.7,9,10,2022-08-24T06:15:12,2022-08-24T19:40:52,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-25,32.1,22.8,27.3,30.7,22.8,27,14.5,47.4,0,0,0,,0,0,28.4,13,253.2,1016.4,12.2,16,278.3,24.3,9,10,2022-08-25T06:16:11,2022-08-25T19:39:20,0.95,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-26,29.8,24.7,26.9,32.4,24.7,27.7,19,62.5,7.788,100,16.67,rain,0,0,40.7,14.1,192.6,1013.3,45.4,14.8,133.4,11.5,7,100,2022-08-26T06:17:10,2022-08-26T19:37:48,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-27,31.4,23.6,27.1,30.9,23.6,27.3,17.5,57.1,0,0,0,,0,0,25.2,13,45.2,1015.1,44.2,16,224.5,19.3,9,60,2022-08-27T06:18:08,2022-08-27T19:36:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-28,26.9,22.9,24.5,28.2,22.9,24.6,19.3,73.2,0,0,0,rain,0,0,35.3,16.8,74.1,1020.5,81.2,15.7,160.3,13.9,6,60,2022-08-28T06:19:07,2022-08-28T19:34:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-29,29.5,23.5,26,31.6,23.5,26.6,20.6,72.5,0,0,0,rain,0,0,42.5,29.5,167,1019.1,56.4,16,238.1,20.7,9,30,2022-08-29T06:20:06,2022-08-29T19:33:06,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-08-30,30.8,23.1,26.5,33.5,23.1,27.4,20.8,72.1,1.952,100,8.33,rain,0,0,52.6,19.9,187.3,1011.9,43,15.6,259.5,22.3,9,60,2022-08-30T06:21:04,2022-08-30T19:31:31,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-08-31,29.2,21.2,24.8,28.2,21.2,24.7,14.7,58.2,0.586,100,4.17,rain,0,0,38.9,31.7,299.9,1008.8,32.6,15.5,211.9,18.3,8,10,2022-08-31T06:22:03,2022-08-31T19:29:55,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-09-01,29.8,21.1,25.1,28.2,21.1,24.7,9.4,38.8,0,0,0,,0,0,40.7,20.5,300.6,1013.2,3.5,15.8,264,22.7,9,10,2022-09-01T06:23:02,2022-09-01T19:28:18,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-09-02,25.8,17.2,21.2,25.8,17.2,21.2,11,52.7,0,0,0,,0,0,31,14.4,52.4,1023.2,10.1,16,266.9,22.8,9,10,2022-09-02T06:24:00,2022-09-02T19:26:41,0.22,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-09-03,27,18.8,22.5,27.3,18.8,22.6,15.4,65.2,0,0,0,,0,0,25.9,11.6,103.1,1024.2,28,16,216.6,18.5,8,10,2022-09-03T06:24:59,2022-09-03T19:25:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-09-04,31.7,22.4,25.7,32.4,22.4,26,18.5,65.6,0,0,0,,0,0,20.9,14.8,217.8,1019.6,56,16,178.8,15.5,6,60,2022-09-04T06:25:57,2022-09-04T19:23:26,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-09-05,30.2,23.4,25.5,30.7,23.4,25.9,19.8,71.9,0.393,100,4.17,rain,0,0,35.3,22.3,169.5,1018.1,64.7,15.6,201.2,17.3,8,30,2022-09-05T06:26:55,2022-09-05T19:21:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
new york,2022-09-06,23.4,19.7,21.8,23.4,19.7,21.8,20,89.5,20.025,100,70.83,rain,0,0,40.7,15.9,68.1,1015.9,96.4,9.1,24.3,2,1,10,2022-09-06T06:27:54,2022-09-06T19:20:09,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2022-09-07,22.4,18.6,20.4,22.4,18.6,20.4,16.4,78.8,0,0,0,,0,0,43.2,20.6,49.1,1015.4,96.2,14.8,62.6,5.4,3,10,2022-09-07T06:28:52,2022-09-07T19:18:30,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
